Crust	Not Crust			
"2.45121951219512	"	"10.3328445747801	"			
"4.16858887381275	"	"13.8681683899557	"			
"5.94021739130435	"	"17.4415680473373	"			
"7.74183673469388	"	"19.7337037037037	"			
"9.54053133514986	"	"22.423590504451	"			
"11.2899045020464	"	"24.8112017804154	"			
"12.9959016393443	"	"26.4335066864785	"			
"14.6583447332421	"	"27.7608047690015	"			
16.3592465753425	28.7153502235469			
"0.590909090909091	"	"2.29360465116279	"			
"1.1773097826087	"	"5.01133040935673	"			
"2.26020408163265	"	"7.55154639175258	"			
"3.34604904632153	"	"10.7385185185185	"			
"4.71725784447476	"	"12.9295827123696	"			
"6.10280054644809	"	"15.7690582959641	"			
"7.62790697674419	"	"18.3558558558559	"			
"9.11849315068493	"	"21.043984962406	"			
"10.4903978052126	"	"23.8156108597285	"			
11.823489010989	25.4156580937973			
"8.77465753424658	"	"4.60126582278481	"			
"15.5665294924554	"	"9.06657223796034	"			
"14.8311554332875	"	"12.6735419630156	"			
"16.001724137931	"	"15.5888017118402	"			
"17.6294889502762	"	"19.2557061340942	"			
"22.6859418282548	"	"22.8803571428571	"			
"23.7954230235784	"	"26.5607142857143	"			
"25.2746527777778	"	"30.7514306151645	"			
"29.9673157162726	"	"34.214899713467	"			
31.0912256267409	37.6535150645624			
"0.391745602165088	"	"5.8692628650904	"			
"0.829268292682927	"	"12.9912464985994	"			
"1.39246947082768	"	"21.2864656381487	"			
"1.98743206521739	"	"29.1558988764045	"			
"2.56360544217687	"	"37.2766479663394	"			
"3.15020435967302	"	"45.4253155680224	"			
"3.72476125511596	"	"52.0137130801688	"			
"4.34733606557377	"	"57.1975352112676	"			
"5.01675786593707	"	"61.7722143864598	"			
5.73253424657534	65.2976694915254			
"0.418132611637348	"	"5.55604075691412	"			
"0.986788617886179	"	"11.3698377581121	"			
"1.73982360922659	"	"17.9000742942051	"			
"2.6195652173913	"	"24.3262331838565	"			
"3.53537414965986	"	"30.2484962406015	"			
"4.51260217983651	"	"36.0800604229607	"			
"5.54536152796726	"	"40.9431818181818	"			
"6.55225409836066	"	"44.9578267477204	"			
"7.55129958960328	"	"49.2431610942249	"			
8.58287671232877	52.9927811550152			
"1.23782138024357	"	"6.8612828438949	"			
"2.7940379403794	"	"14.3081761006289	"			
"4.61261872455902	"	"23.1140699523052	"			
"6.73811141304348	"	"34.4436900958466	"			
"8.69319727891157	"	"44.2157809983897	"			
"10.767029972752	"	"52.8326580226904	"			
"12.9461118690314	"	"58.2060260586319	"			
"15.2387295081967	"	"65.1567103109656	"			
"17.5403556771546	"	"69.0533661740558	"			
19.8547945205479	72.3220757825371			
"0.649188092016238	"	"32.770703125	"			
"1.07012195121951	"	"68.2281399046105	"			
1.86804613297151	"103.007686084142	"			
"2.86277173913043	"	"128.498776508972	"			
"3.87278911564626	"	"145.335115131579	"			
"5.06437329700272	"	"161.450083194676	"			
"6.38199181446112	"	"175.136744966443	"			
"7.74180327868852	"	"188.701694915254	"			
"9.2171682626539	"	"199.239316239316	"			
10.6883561643836	208.710051546392			
"0.380920162381597	"	"40.7727606461087	"			
"0.767276422764228	"	"83.8333333333333	"			
"1.28697421981004	"	"124.271903323263	"			
"1.97995923913043	"	"168.044207317073	"			
"2.75204081632653	"	"216.275267993874	"			
"3.64373297002725	"	"258.286042944785	"			
"4.58253751705321	"	"287.083972392638	"			
"5.55020491803279	"	"319.717791411043	"			
"6.53761969904241	"	"357.113287250384	"			
7.57945205479452	390.701463790447			
"0.324424898511502	"	"20.0402995720399	"			
"0.586720867208672	"	"23.1705035971223	"			
"0.966417910447761	"	"45.4012301013025	"			
"1.50339673913043	"	"68.5924308588064	"			
"2.12482993197279	"	"89.6896929824561	"			
"2.82867847411444	"	"111.965592972182	"			
"3.60982264665757	"	"133.401537335285	"			
"4.49180327868852	"	"136.840308370044	"			
"5.38714090287278	"	"158.885125184094	"			
6.34657534246575	161.579.896.907.216			
