Crust	Not Crust			
"3.14091680814941	"	"2.16604754829123	"		Média Crust	#DIV/0!
"4.13336192109777	"	"5.26311844077961	"			
"6.39705882352941	"	"9.54198184568835	"			
"10.3550347222222	"	"14.2206106870229	"			
"11.1358885017422	"	"19.4715821812596	"			
"10.7945804195804	"	"24.718315301391	"			
"11.411996497373	"	"29.6874027993779	"			
"14.3815789473684	"	"35.2906885758998	"			
"17.9645359019264	"	"40.7303767660911	"			
21.5577933450088	45.7507911392405			
"4.30041152263374	"	"80.4903669724771	"			
"6.10192837465565	"	"161.919884169884	"			
"8.63174273858921	"	"184.172654690619	"			
"10.7892361111111	"	"208.958333333333	"			
"13.0705841446453	"	"259.141052631579	"			
"15.5800835654596	"	"282.222281449893	"			
"17.8385634588563	"	"316.462526766595	"			
"20.1857541899441	"	"355.629049676026	"			
"22.9167832167832	"	"315.763706140351	"			
25.4600840336134	267.084075723831			
"5.68978349120433	"	"163.634678747941	"			
"7.58028455284553	"	"296.28813559322	"			
"9.73880597014925	"	"347.685121107266	"			
"11.8814538043478	"	"402.286713286713	"			
"14.2040816326531	"	"474.590868794326	"			
"16.9305177111717	"	"526.906862745098	"			
"19.7145293315143	"	"564.677737881508	"			
"22.5925546448087	"	"652.035971223022	"			
"25.718878248974	"	"731.894283121597	"			
28.9948630136986	766.611313868613			
"1.16948579161028	"	"104.26611328125	"			
"2.29674796747967	"	"181.707489878543	"			
"3.14789687924016	"	"247.361814345992	"			
"3.99694293478261	"	"320.992934782609	"			
"4.94659863945578	"	"331.101230425056	"			
"5.91450953678474	"	"356.285307517084	"			
"6.89733969986357	"	"391.974018475751	"			
"8.00922131147541	"	"418.217441860465	"			
"9.16450068399453	"	"425.409462616822	"			
10.3236301369863	432.940559440559			
"1.41919889502762	"	"16.6484517304189	"			
"2.80381944444444	"	"37.1381086142322	"			
"4.80062849162011	"	"58.9259082217973	"			
"7.3117110799439	"	"81.5949612403101	"			
"10.5801687763713	"	"101.562622309198	"			
"13.8517605633803	"	"121.32874015748	"			
"16.7052186177715	"	"141.770337301587	"			
"19.5303672316384	"	"169.447916666667	"			
"22.2425742574257	"	"189.1703187251	"			
24.8817280453258	201.528			
"6.00405953991881	"	"6.73414985590778	"			
"11.4684959349593	"	"15.9699275362319	"			
"18.9023066485753	"	"25.149416909621	"			
"25.3794157608696	"	"34.4809384164223	"			
"29.5251700680272	"	"42.9815905743741	"			
"32.0136239782016	"	"50.8650442477876	"			
"34.6480218281037	"	"58.3559822747415	"			
"34.3084016393443	"	"66.6797337278107	"			
"37.4439124487004	"	"74.3626292466765	"			
41.7246575342466	81.9428466076696			
"1.22936400541272	"	"42.8897810218978	"			
"2.55453929539295	"	"81.8318584070797	"			
"3.95624151967436	"	"90.6315007429421	"			
"5.58322010869565	"	"96.3609865470852	"			
"7.28775510204082	"	"104.248123123123	"			
"8.72990463215259	"	"110.489819004525	"			
"10.18758526603	"	"119.062027231467	"			
"11.7373633879781	"	"129.776475037821	"			
"13.3300273597811	"	"118.585984848485	"			
14.8883561643836	127.647796352584			
"1.18924825174825	"	"6.44645441389291	"			
"2.63116197183099	"	"13.2441860465116	"			
"4.48008849557522	"	"20.1131386861314	"			
"6.43905693950178	"	"25.9908491947291	"			
"8.51919642857143	"	"33.1200440528634	"			
"10.6355098389982	"	"40.3801470588235	"			
"12.9263913824057	"	"47.1522861356932	"			
"15.25	"	"53.5806213017751	"			
"17.6353046594982	"	"60.6828635014837	"			
20.161131059246	66.7738095238095			
"5.60373443983402	"	"4.10217065868263	"			
"9.39375	"	"8.61762481089259	"			
"13.3630041724618	"	"14.019465648855	"			
"17.1058495821727	"	"18.9306625577812	"			
"20.4381983240223	"	"24.3350155279503	"			
"24.125700280112	"	"29.7190923317684	"			
"27.8402387640449	"	"35.1190851735016	"			
"32.0098591549296	"	"40.1809523809524	"			
"35.9897598870056	"	"44.0615015974441	"			
39.9012039660057	48.2375801282051			
"1.12347767253045	"	"12.9399563318777	"			
"2.46578590785908	"	"26.1830161054173	"			
"4.14416553595658	"	"31.4435840707965	"			
"6.05672554347826	"	"35.7514814814815	"			
"8.14489795918367	"	"45.0989583333333	"			
"10.4145095367847	"	"56.0500747384155	"			
"12.6660982264666	"	"65.9583958020989	"			
"15.3152322404372	"	"74.6018796992481	"			
"18.0923392612859	"	"81.316265060241	"			
20.8695205479452	89.9615384615385			
"0.27807848443843	"	"1.0693661971831	"			
"0.529471544715447	"	"2.74255319148936	"			
"0.87550881953867	"	"4.82917261055635	"			
"1.26732336956522	"	"7.17908309455587	"			
"1.69387755102041	"	"9.62302158273381	"			
"2.15769754768392	"	"11.9910071942446	"			
"2.64529331514325	"	"14.3344155844156	"			
"3.14275956284153	"	"16.7593930635838	"			
"3.65800273597811	"	"19.0822463768116	"			
4.18082191780822	21.3568313953488			
"0.972259810554804	"	"5.54827089337176	"			
